,doc_len,word_count,sent_count,avg_word_len,ck,cc,di,nn,dd,ai,ss,mn,bb,sci,ze,qu,se,sc,ci,ps,si,tch,ngue,st,gu,th,pn,ve,te,zz,au,lm,lf,ge,wh,tu,wr,ph,sh,mm,gh,dge,ft,tt,ed,ng,lk,ti,gue,rr,ch,ll,gn,ff,gg,pp,rh,ce,mb,kn,eer,ere,uy,ho,ear,ei,ar,oor,ure,eigh,ey,is,ae,ow,or,ew,ore,ur,uoy,air,ough,yr,ea,ayer,augh,aw,eau,aigh,igh,oy,oo,ue,are,ee,oa,et,y,er,eir,oew,oar,ie,eo,ui,ier,ou,ir,oi,ay,ye,oe,our,w,h,e,n, ,t,y,o,u,g,p,l,r,d,b,a,m,",",i,s,c,.,f,v,-,k,z,x,j,"""",!,?,',q,;,é,1,9,6,—,‘,8,:,0,(,),7,5,3,4,2,–,[,],%,°,/,ü,+,í,ñ,~,ö,ç,¼,½,á,µ,*,=,×,ß,$,õ,æ,·,±,<,…,œ,è,&,_,÷,£,à,ê,­,î,´,ë,ä,ú,’,“,”,wiki,article,book,details,kid,edu,simple,story,1_letter,2_letter,3_letter,4_letter,5_letter,6_letter,7_letter,8_letter,9_letter,10_letter,11_letter,12_letter
18,976,181,7,4.4,0,0,0,0,0,3,0,0,0,0,0,1,7,0,0,0,2,0,0,8,0,28,0,5,4,0,0,0,1,2,3,3,0,0,3,0,7,0,0,1,5,6,2,2,0,1,5,6,0,0,1,1,0,1,0,0,0,1,0,6,1,2,7,0,2,1,1,0,0,2,7,0,1,4,0,0,3,1,4,0,0,0,0,1,4,0,0,0,0,6,0,2,19,8,0,0,0,1,0,1,0,16,0,0,5,4,0,0,17,58,97,56,180,89,19,62,24,19,10,33,38,32,9,71,10,9,37,42,13,6,18,5,0,7,0,3,2,0,0,0,4,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,48,30,21,18,9,6,7,3,1,1
19,957,177,9,4.41,1,0,4,2,0,3,2,0,0,0,0,0,5,0,1,0,0,0,0,5,0,23,0,6,10,0,0,0,2,3,4,1,0,0,2,0,0,0,3,1,9,10,0,2,0,1,0,7,0,1,0,0,0,2,0,1,0,2,0,4,0,1,5,1,1,0,1,9,0,1,8,0,0,4,0,1,0,0,4,0,0,1,0,0,0,0,5,1,0,4,1,4,10,23,1,0,0,2,1,0,0,6,2,1,4,0,0,1,21,50,102,61,176,59,10,55,16,15,11,28,50,46,5,64,7,7,49,52,16,8,28,6,3,3,0,1,0,0,0,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,58,34,20,22,5,6,3,1,1,2
20,790,155,7,4.1,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,5,0,18,0,0,4,0,1,0,0,1,3,1,0,1,1,0,0,0,1,2,7,10,1,1,0,0,2,3,0,2,0,2,0,1,0,1,0,2,0,2,2,0,5,2,0,0,1,11,0,2,6,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,9,0,1,3,0,0,4,10,0,0,0,1,0,0,1,2,0,2,1,0,0,0,22,49,76,55,154,54,4,52,12,15,11,23,31,30,8,47,15,14,41,39,7,6,10,1,4,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,53,32,16,12,9,1,3,1,0,0
21,954,182,4,4.25,0,0,2,1,0,3,3,0,0,0,0,1,5,2,0,0,2,0,0,3,0,32,0,10,3,1,1,1,0,2,5,2,0,0,1,0,3,0,0,2,6,4,1,0,0,1,0,3,0,1,0,0,0,11,0,0,0,0,0,4,3,0,10,1,0,0,0,6,0,0,7,0,1,0,0,0,1,0,4,0,0,0,1,0,2,0,2,2,1,2,0,7,10,13,0,0,0,0,0,0,0,6,1,0,0,0,1,0,16,54,105,58,181,77,10,52,14,17,12,28,48,26,14,62,22,13,44,38,22,3,17,13,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,57,29,17,24,4,13,2,0,1,1
22,1021,197,8,4.19,2,0,0,0,0,4,0,0,0,0,0,1,4,1,0,0,2,1,0,8,0,27,0,8,5,0,1,0,0,1,3,2,1,0,6,0,3,0,1,3,5,9,0,1,0,1,3,8,0,0,0,0,0,5,0,1,0,5,0,6,1,0,6,0,2,0,1,9,0,5,8,0,4,2,0,2,0,0,4,0,1,0,0,0,2,0,3,0,1,3,2,7,14,19,0,0,0,2,0,2,0,5,3,0,1,1,0,0,19,59,102,59,196,74,14,54,19,14,8,31,52,34,10,71,14,11,49,62,16,7,23,8,2,8,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,62,45,32,10,9,7,4,1,0,0
23,956,162,7,4.91,1,0,4,1,0,0,2,0,0,0,0,2,6,1,2,0,3,0,0,4,0,27,0,6,10,0,0,0,1,2,6,2,0,0,1,0,4,0,1,2,10,3,0,6,0,1,7,2,0,2,0,1,0,0,0,1,0,3,0,3,1,3,5,0,3,0,2,9,0,1,6,0,0,4,0,0,3,0,2,0,0,0,0,0,1,1,1,1,0,2,0,4,11,15,3,0,0,4,0,1,0,6,5,0,0,0,0,0,22,64,101,52,161,74,11,52,23,9,15,25,44,30,7,53,21,12,57,49,26,6,26,7,1,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,34,27,20,14,18,5,9,5,3,0
24,993,171,7,4.81,0,0,4,0,0,1,3,0,0,0,0,0,6,1,3,0,4,0,0,6,2,32,0,4,9,0,1,0,0,5,1,1,1,0,5,1,6,0,1,3,3,9,0,5,0,0,0,1,1,1,0,1,0,2,0,0,0,5,0,5,1,5,7,0,1,1,2,6,0,1,5,0,2,2,0,0,1,0,6,0,0,1,1,0,5,0,4,0,0,5,1,4,17,19,3,0,0,0,0,0,0,3,6,0,3,1,0,0,17,52,103,62,170,74,17,54,16,26,14,29,52,30,12,75,18,14,49,48,16,6,23,5,1,2,0,2,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,45,28,25,13,12,7,8,7,1,1
25,862,157,10,4.5,1,0,3,0,0,1,2,0,1,0,0,1,5,2,0,0,3,0,0,7,0,22,0,3,4,0,0,0,0,2,5,2,0,0,1,0,1,0,1,1,5,9,0,4,0,0,5,6,1,0,0,3,0,4,1,0,0,2,0,9,4,1,7,0,0,0,3,10,0,1,8,1,2,2,0,0,1,0,5,0,0,1,0,0,0,0,3,1,2,4,0,3,13,9,1,0,0,2,0,0,0,7,3,1,2,0,0,0,17,50,85,54,156,68,13,57,15,14,12,31,37,24,12,54,20,11,47,42,12,9,13,3,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,29,35,18,14,13,4,3,1,2,3
26,823,141,7,4.84,1,0,3,0,1,3,1,0,1,0,0,1,3,3,1,0,3,2,0,4,1,16,0,9,8,0,0,0,1,0,2,0,0,0,2,0,2,0,1,1,10,7,0,7,0,2,5,2,0,0,0,2,0,5,0,0,0,1,0,3,1,0,9,0,1,0,0,3,0,2,1,0,1,6,0,0,1,0,6,0,0,0,0,0,1,1,2,0,1,5,1,2,13,8,0,0,0,2,0,1,0,7,1,2,0,0,0,2,17,33,90,52,140,60,13,46,19,15,13,30,40,33,14,51,10,9,45,39,21,6,11,9,1,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,29,15,18,11,28,7,4,1,0,1
27,915,173,8,4.29,1,0,4,0,0,3,2,0,0,0,0,0,1,2,0,0,1,0,0,7,0,30,0,4,12,0,0,0,0,0,1,1,0,0,2,0,3,0,2,0,7,11,0,0,0,0,8,4,0,2,0,0,0,1,0,0,0,2,0,5,1,0,4,0,0,0,4,5,0,2,8,2,0,1,0,0,2,0,5,0,0,0,0,0,1,2,5,0,1,0,0,0,12,15,0,0,0,0,0,0,0,9,2,1,1,1,0,1,16,57,87,44,172,81,12,66,18,19,8,29,49,34,4,50,14,11,43,43,16,7,21,4,1,4,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,52,29,25,8,10,9,3,2,0,2
28,937,175,5,4.36,2,0,1,0,0,0,2,0,0,0,0,1,3,0,0,0,4,0,0,4,0,21,0,3,6,0,0,0,0,1,4,0,0,0,5,0,3,0,1,3,6,6,0,1,0,0,2,9,0,0,0,1,0,0,0,0,0,1,0,7,3,2,7,0,0,0,1,9,0,3,6,0,1,0,0,0,1,0,6,0,0,0,0,0,2,0,1,0,1,4,0,2,11,19,1,0,0,1,1,1,0,8,1,0,4,0,0,0,19,65,102,49,174,70,11,52,14,12,8,39,46,35,13,56,19,12,42,46,10,4,15,8,2,5,0,1,0,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,62,28,24,11,10,6,7,2,0,0
29,937,169,11,4.55,4,1,0,0,0,2,2,0,0,0,0,2,6,2,3,0,1,1,0,5,1,12,0,10,6,0,0,0,1,1,6,1,0,0,3,0,1,0,1,0,11,9,0,8,0,0,7,4,0,0,0,0,0,7,2,3,0,5,0,3,1,1,5,0,1,0,0,9,0,4,7,0,1,2,0,0,0,0,3,0,0,0,0,0,1,1,2,0,1,1,0,3,3,14,0,0,0,0,0,4,0,3,3,0,0,0,0,0,17,61,109,52,168,55,3,46,17,14,9,24,43,36,15,52,18,9,54,42,34,10,17,12,0,10,0,1,1,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,42,25,25,10,9,15,5,0,2,2
30,909,172,9,4.29,4,0,1,0,1,7,0,0,0,0,0,1,4,1,0,0,4,1,0,4,0,28,0,1,3,0,2,0,1,2,1,1,0,0,3,0,5,1,1,3,6,10,1,2,0,0,1,4,2,0,0,0,0,1,0,3,0,5,0,5,0,1,2,0,0,0,6,1,0,8,3,3,0,3,0,0,1,0,2,0,1,2,0,1,3,0,2,0,0,1,0,3,11,7,1,0,0,0,0,0,0,8,2,1,0,0,0,2,36,48,84,55,171,75,11,53,22,19,10,28,32,38,10,60,13,15,35,37,13,8,16,2,0,10,1,1,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,39,50,18,11,10,8,3,1,1,0
31,832,164,11,4.08,1,1,1,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,15,0,5,1,0,0,0,2,5,2,0,0,0,5,0,4,0,0,0,5,5,0,5,0,0,4,5,0,0,0,0,0,5,0,0,0,5,0,5,4,0,9,0,0,0,2,4,0,3,5,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,5,1,0,4,0,2,19,16,0,0,0,0,0,3,0,7,1,1,5,2,0,0,12,48,84,42,163,57,19,48,19,16,6,28,44,26,8,56,17,11,40,31,16,10,13,8,0,1,0,0,2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,46,25,39,8,3,7,0,1,1,0
32,848,163,8,4.21,3,0,0,0,1,5,3,0,0,0,0,1,4,1,0,0,1,0,0,3,0,29,0,4,4,0,0,0,0,2,2,0,0,0,3,0,3,0,2,2,13,5,1,2,0,1,3,7,0,0,0,0,0,1,1,0,0,4,0,4,1,3,3,0,0,0,0,1,0,1,6,1,0,2,0,0,3,0,1,0,0,0,0,0,0,0,1,2,1,2,2,2,8,9,3,0,0,1,0,0,0,12,4,1,3,1,0,2,16,58,91,35,162,71,8,57,17,11,1,30,33,39,13,48,14,12,39,31,13,7,16,5,1,4,0,1,1,6,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,46,38,15,12,9,10,1,0,0,0
33,1060,198,9,4.36,0,0,4,0,0,4,5,0,0,0,0,0,4,1,0,0,3,0,0,5,0,20,0,2,14,0,0,0,1,1,3,2,0,0,8,0,1,0,1,3,8,9,0,6,0,0,4,10,0,1,0,2,0,3,0,0,0,2,0,6,2,0,5,0,0,0,0,8,0,3,10,2,1,3,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,3,0,4,15,16,0,0,0,2,0,0,0,9,1,2,7,0,0,0,20,54,101,60,197,76,15,76,22,17,14,43,39,43,12,69,18,17,50,57,12,8,15,2,0,12,0,3,0,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,58,34,25,20,10,4,9,0,0,2
34,802,147,6,4.46,2,0,1,1,0,0,2,0,0,0,0,0,4,0,0,0,6,0,0,5,0,16,0,6,7,0,0,0,1,3,3,2,0,1,8,0,2,0,0,2,9,8,0,7,0,1,2,2,0,0,0,0,0,8,0,0,0,1,0,7,1,1,4,0,1,0,0,1,0,1,11,0,2,2,0,0,0,0,1,0,0,0,0,0,2,0,4,0,0,3,3,2,2,8,0,0,2,6,0,0,0,6,0,1,0,0,0,1,12,48,91,46,146,51,2,62,12,19,19,24,35,29,9,51,10,3,43,37,18,5,14,10,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,38,24,21,9,7,5,5,4,5,0
35,778,145,9,4.37,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,5,0,34,0,3,4,0,3,0,0,0,0,0,0,0,4,2,4,0,1,3,4,11,0,4,0,1,1,7,0,0,0,0,0,0,0,0,0,4,0,3,2,1,4,0,0,0,2,2,0,0,7,0,3,1,0,0,1,0,9,0,0,3,3,0,3,0,1,0,1,0,0,0,12,9,1,0,0,1,0,0,0,7,6,0,4,0,0,1,19,51,75,37,144,71,12,44,19,18,4,31,33,21,7,42,17,8,44,42,5,8,18,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,40,39,12,14,7,2,7,1,1,0
36,774,152,10,4.1,1,0,0,0,0,3,0,0,1,0,0,1,3,1,0,0,0,0,0,3,0,30,0,4,3,0,1,0,0,3,1,0,0,0,2,0,0,2,2,2,6,4,0,0,0,1,2,4,0,0,0,0,0,0,0,0,1,0,0,4,4,0,5,0,0,0,0,5,0,4,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,1,0,2,0,2,14,7,0,0,0,0,0,1,0,7,7,0,1,0,0,0,12,50,82,21,151,66,14,45,14,11,8,27,34,29,12,46,11,16,33,30,16,9,17,4,0,5,0,0,0,6,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,50,35,16,10,7,5,1,1,0,0
37,965,193,10,4.01,4,0,1,0,1,1,1,0,0,0,0,0,5,0,0,0,1,0,0,6,0,40,0,4,0,0,0,0,1,2,5,0,3,0,3,0,11,0,0,1,4,6,0,1,0,0,4,3,0,0,0,1,0,0,0,1,0,1,0,3,3,2,3,0,0,0,3,8,0,4,4,4,1,1,0,0,0,0,11,0,0,0,0,0,11,0,3,0,0,2,0,2,11,12,2,0,0,5,0,0,0,5,9,0,1,0,0,1,24,86,107,39,192,65,11,40,13,27,4,30,40,32,20,48,8,17,53,42,18,9,13,4,0,10,0,0,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,59,50,34,10,7,2,1,0,0,0
38,941,185,12,4.09,2,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,21,0,6,1,0,1,0,1,0,1,0,0,0,1,0,2,0,0,2,3,9,0,4,0,1,5,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,2,2,0,4,5,0,2,3,0,2,1,0,6,0,0,3,1,0,1,0,1,0,1,7,2,1,17,7,0,0,0,3,0,0,0,12,12,0,4,0,0,3,24,38,80,42,184,68,17,59,14,14,3,35,50,34,18,53,17,15,56,39,17,11,18,6,4,9,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,55,45,23,18,5,2,1,1,0,0
39,760,149,9,4.11,3,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,33,0,11,2,0,0,0,0,0,4,2,0,0,1,0,4,0,2,0,3,8,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,0,0,5,2,0,3,4,3,3,0,0,1,3,0,3,0,0,0,0,0,1,0,0,1,0,11,0,0,14,11,0,0,0,2,0,1,0,4,1,1,1,0,0,0,17,46,98,35,148,62,14,32,11,19,8,15,41,28,11,39,12,10,30,31,8,8,18,12,0,3,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,43,42,28,8,7,3,0,0,0,0
40,767,153,10,4.02,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,36,0,3,4,0,2,0,0,1,0,0,0,0,1,0,7,0,1,2,5,6,0,4,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,2,3,1,7,0,0,0,10,1,0,2,5,0,3,1,0,0,3,0,6,0,0,2,2,0,2,0,3,0,0,1,0,1,15,8,1,0,0,3,0,0,0,6,3,0,1,0,0,1,16,50,74,35,152,75,15,45,18,16,6,18,33,23,8,45,14,9,35,27,8,9,14,3,0,5,0,0,1,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,39,42,16,9,9,0,3,1,0,0
41,796,156,7,4.11,2,0,1,0,0,4,0,0,0,0,0,3,4,0,0,0,1,0,0,5,0,19,0,5,2,0,0,0,0,0,9,0,0,0,0,0,3,0,0,3,10,11,3,3,0,0,4,2,0,0,0,0,0,2,2,0,0,4,0,2,1,3,3,0,0,1,0,1,0,1,0,0,0,2,0,0,2,0,11,0,0,0,0,0,1,0,0,1,0,3,0,0,11,10,0,0,0,0,0,2,0,11,1,1,2,0,0,2,17,38,74,48,155,66,11,41,20,24,3,25,31,35,12,56,11,6,45,31,12,6,5,6,0,10,0,1,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,32,30,37,11,9,1,2,1,0,0
42,701,146,10,3.81,3,0,0,0,0,2,0,3,0,0,0,1,3,0,0,0,1,1,0,2,0,14,0,1,3,0,0,0,0,1,6,0,0,0,6,0,3,0,1,0,4,4,0,1,0,0,4,2,0,0,0,0,0,3,0,0,1,3,0,2,1,0,5,0,0,0,4,3,0,2,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,2,0,6,0,1,8,10,0,0,0,3,0,0,0,6,0,1,0,1,0,0,18,44,74,24,145,43,8,40,13,12,7,21,25,24,11,44,14,4,37,33,15,9,12,2,0,11,0,0,3,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,41,29,27,5,8,1,1,0,0,0
43,959,184,11,4.22,0,0,1,0,0,3,3,0,0,0,0,0,3,0,0,0,2,0,0,6,0,26,0,4,5,0,3,0,0,1,3,0,0,0,1,0,4,0,0,0,12,8,0,2,0,0,0,3,0,0,1,0,0,1,0,2,0,4,0,3,8,4,10,0,0,0,2,4,0,1,8,3,0,1,0,0,4,0,16,0,0,2,2,0,0,1,2,0,2,2,1,0,11,10,3,0,0,2,0,0,0,15,3,0,0,2,0,1,19,58,105,65,183,66,11,61,24,24,4,25,50,42,8,69,12,3,37,42,7,10,19,4,1,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,39,30,28,18,14,5,3,0,1,1
44,1007,185,11,4.45,4,0,0,2,0,2,3,0,0,0,0,4,6,2,1,0,1,0,0,4,1,22,0,3,8,0,1,0,0,1,6,2,0,0,6,0,1,0,0,2,14,6,0,5,1,2,5,4,0,0,0,0,0,3,0,2,0,6,0,8,0,1,8,0,0,0,0,1,0,2,6,2,0,1,0,0,1,0,5,0,0,1,0,0,0,0,7,1,2,4,0,1,14,11,0,0,0,3,0,3,0,5,2,0,4,1,0,0,26,48,115,57,184,67,14,58,19,14,19,22,49,38,19,64,23,11,43,51,23,10,12,4,0,7,0,2,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,43,30,36,10,13,5,2,7,1,1
45,820,147,13,4.59,0,0,1,1,0,0,1,0,0,0,1,0,3,1,0,1,1,0,0,7,0,11,0,3,7,0,0,0,0,2,1,1,1,1,2,1,1,0,0,2,12,5,1,6,0,0,2,6,0,1,0,3,0,4,0,0,0,3,0,1,2,0,3,0,0,0,0,5,0,1,5,0,1,4,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,2,0,0,6,12,0,0,0,0,0,0,0,8,1,2,2,0,0,3,14,34,80,52,146,63,6,59,16,11,13,29,36,31,15,50,17,2,42,42,14,12,14,4,1,4,1,0,1,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,26,31,10,12,10,5,7,3,2,1
46,850,163,10,4.22,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,2,0,24,1,6,1,0,2,0,0,2,10,2,0,0,2,0,0,0,0,1,12,9,0,2,0,1,7,2,0,0,0,1,0,3,0,1,0,3,0,0,0,0,6,0,0,0,4,5,0,1,6,3,5,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,2,0,3,13,9,0,0,0,1,0,0,0,5,2,0,5,0,0,1,22,72,94,53,162,61,13,37,13,13,6,26,37,28,11,54,10,9,44,25,20,9,15,6,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,46,36,15,15,6,6,7,0,1,0
